Cluster,Career,Skill
UI/UX Design,Head of UI Auditor,"User Research Methods, Figma, Graphic Design, Motion Design, Interaction Design, Style Guide Development, UI/UX Knowledge, Department Leadership, A/B Testing for UI, Compliance Auditing, Initiative"
UI/UX Design,Head of UI Consultant,"Component Library Design, Graphic Design, Motion Design, Solution Advisory, Design Systems, Department Leadership, Conflict Resolution, Style Guide Development, UI/UX Knowledge, Figma, Client Engagement, Problem Solving and Analysis"
UI/UX Design,Head of UI Coordinator,"UI/UX Knowledge, Strategic Alignment, Graphic Design, Project Coordination, Motion Design, Color Theory, Figma, Communication, User Research Methods, Wireframing & Prototyping"
UI/UX Design,Head of UI Developer,"A/B Testing for UI, Strategic Alignment, UI/UX Knowledge, Emotional Intelligence, Color Theory, Figma, Typography, Graphic Design, Wireframing & Prototyping, Icon Design, Code Documentation"
UI/UX Design,Head of UI Engineer,"Department Leadership, User Research Methods, Technical Documentation, CSS for Designers, Typography, Design Systems, UI/UX Knowledge, Graphic Design, Figma, Adaptability"
UI/UX Design,Head of UI Evangelist,"Figma, Visual Hierarchy, Strategic Alignment, Graphic Design, Color Theory, Active Listening, UI/UX Knowledge, Motion Design, Community Engagement"
UI/UX Design,Head of UI Expert,"Adobe XD, Design Handoff (Zeplin), Department Leadership, Initiative, Sketch, Accessibility Design (WCAG), Subject Matter Expertise, Hiring & Talent Development, UI/UX Knowledge, Figma, Graphic Design, Innovation & R&D, Conflict Resolution, Brand Identity Design"
UI/UX Design,Head of UI Practitioner,"Emotional Intelligence, Strategic Alignment, Figma, Accessibility Design (WCAG), UI/UX Knowledge, Dark Mode Design, Graphic Design, Adobe XD, Continuous Learning, Hiring & Talent Development, Hands-On Implementation, Color Theory, Icon Design"
UI/UX Design,Head of UI Researcher,"UI/UX Knowledge, Prototype Development, Figma, Presentation Skills, Graphic Design, Hiring & Talent Development, Communication, Component Library Design, Accessibility Design (WCAG)"
UI/UX Design,Head of UI Scientist,"Adaptability, Color Theory, UI/UX Knowledge, Critical Thinking, Brand Identity Design, Department Leadership, Graphic Design, CSS for Designers, Figma, Style Guide Development, Design Handoff (Zeplin), Scientific Reporting"
UI/UX Design,Head of UI Specialist,"Domain Expertise Application, Figma, Dark Mode Design, Time Management, Graphic Design, Department Leadership, Wireframing & Prototyping, Communication, Icon Design, Adobe XD, Best Practices Implementation, UI/UX Knowledge"
UI/UX Design,Head of UI Strategist,"Accessibility Design (WCAG), Responsive UI Design, Communication, Interaction Design, Figma, Icon Design, UI/UX Knowledge, Strategic Alignment, Graphic Design, Department Leadership, Roadmap Development, CSS for Designers"
UI/UX Design,Head of UI Technician,"Hardware Maintenance, Graphic Design, Figma, Color Theory, Design Systems, Active Listening, UI/UX Knowledge, Troubleshooting, Hiring & Talent Development, Icon Design"
UI/UX Design,Head of UI Tester,"Initiative, Graphic Design, Interpersonal Skills, Design Systems, Regression Testing, Responsive UI Design, Figma, Strategic Alignment, UI/UX Knowledge, Adobe XD, Hiring & Talent Development"
UI/UX Design,Junior UI Administrator,"A/B Testing for UI, Configuration Management, Adobe XD, Interaction Design, Access Control Management, Figma, Graphic Design, UI/UX Knowledge, Component Library Design, Presentation Skills, Design Handoff (Zeplin), Pair Programming, Attention to Detail"
UI/UX Design,Junior UI Analyst,"UI/UX Knowledge, Reporting & Documentation, Figma, Design Handoff (Zeplin), Emotional Intelligence, Graphic Design, User Research Methods, Requirements Gathering, Pair Programming, Attention to Detail"
UI/UX Design,Junior UI Architect,"Design Patterns, UI/UX Knowledge, Visual Hierarchy, Pair Programming, Figma, Graphic Design, Motion Design, Emotional Intelligence, Active Listening, Sketch"
UI/UX Design,Junior UI Auditor,"Eagerness to Learn, UI/UX Knowledge, Figma, Pair Programming, Audit Reporting, Graphic Design, A/B Testing for UI, Attention to Detail, Initiative, Responsive UI Design, Brand Identity Design"
UI/UX Design,Junior UI Consultant,"UI/UX Knowledge, Component Library Design, Business Requirement Analysis, Solution Advisory, Eagerness to Learn, Conflict Resolution, Pair Programming, Responsive UI Design, Figma, Graphic Design"
UI/UX Design,Junior UI Coordinator,"Accessibility Design (WCAG), Graphic Design, A/B Testing for UI, Presentation Skills, UI/UX Knowledge, Following Best Practices, Timeline Management, Cross-Team Communication, Figma, Typography, Pair Programming, Time Management, Visual Hierarchy"
UI/UX Design,Junior UI Developer,"Brand Identity Design, Typography, Graphic Design, Figma, Debugging & Troubleshooting, Style Guide Development, Visual Hierarchy, Following Best Practices, UI/UX Knowledge, Wireframing & Prototyping, Collaboration, Eagerness to Learn"
UI/UX Design,Junior UI Director,"Executive Leadership, Critical Thinking, Visual Hierarchy, Following Best Practices, UI/UX Knowledge, Eagerness to Learn, Sketch, Design Handoff (Zeplin), Graphic Design, Figma, Adobe XD"
UI/UX Design,Junior UI Engineer,"Following Best Practices, Presentation Skills, Code Review, Figma, Attention to Detail, Brand Identity Design, Graphic Design, Typography, UI/UX Knowledge"
UI/UX Design,Junior UI Evangelist,"Public Speaking & Presentations, Initiative, Graphic Design, A/B Testing for UI, Adobe XD, Figma, UI/UX Knowledge, Eagerness to Learn, Technical Evangelism, Following Best Practices, Interaction Design"
UI/UX Design,Junior UI Expert,"Figma, UI/UX Knowledge, Wireframing & Prototyping, Adobe XD, Collaboration, Innovation & R&D, Graphic Design, Eagerness to Learn, Accessibility Design (WCAG)"
UI/UX Design,Junior UI Lead,"Figma, UI/UX Knowledge, Brand Identity Design, Graphic Design, A/B Testing for UI, Sprint Leadership, Sketch, Interpersonal Skills, Color Theory, Following Best Practices, Decision Making, Team Leadership"
UI/UX Design,Junior UI Manager,"Component Library Design, UI/UX Knowledge, Time Management, Graphic Design, Stakeholder Reporting, Pair Programming, Critical Thinking, Resource Planning, Accessibility Design (WCAG), Figma"
UI/UX Design,Junior UI Practitioner,"Design Handoff (Zeplin), Pair Programming, Eagerness to Learn, UI/UX Knowledge, CSS for Designers, Visual Hierarchy, Accessibility Design (WCAG), Adaptability, Interpersonal Skills, Figma, User Research Methods, Hands-On Implementation, Graphic Design"
UI/UX Design,Junior UI Researcher,"Graphic Design, Literature Review, Research on Emerging Technologies, UI/UX Knowledge, Emotional Intelligence, Problem Solving and Analysis, Typography, Interaction Design, Following Best Practices, Responsive UI Design, Eagerness to Learn, Wireframing & Prototyping, Figma"
UI/UX Design,Junior UI Scientist,"User Research Methods, UI/UX Knowledge, Following Best Practices, Scientific Reporting, Graphic Design, Conflict Resolution, Research Methodology, Responsive UI Design, Pair Programming, Figma, Brand Identity Design"
UI/UX Design,Junior UI Specialist,"Visual Hierarchy, Motion Design, Creative Thinking, Pair Programming, Graphic Design, Conflict Resolution, Brand Identity Design, Figma, Best Practices Implementation, UI/UX Knowledge"
UI/UX Design,Junior UI Strategist,"Strategic Planning, Pair Programming, Adaptability, A/B Testing for UI, Graphic Design, Figma, Emotional Intelligence, UI/UX Knowledge, Design Handoff (Zeplin)"
UI/UX Design,Junior UI Technician,"Troubleshooting, UI/UX Knowledge, Figma, Sketch, Attention to Detail, Adobe XD, Interaction Design, Graphic Design, Eagerness to Learn, Problem Solving and Analysis, Visual Hierarchy"
UI/UX Design,Junior UI Tester,"Regression Testing, Figma, Time Management, Graphic Design, UI/UX Knowledge, User Research Methods, Design Systems, Test Case Design, Motion Design, Accessibility Design (WCAG), Pair Programming"
UI/UX Design,Lead UI Administrator,"UI/UX Knowledge, System Administration, Interpersonal Skills, Cross-Team Coordination, Figma, CSS for Designers, Accessibility Design (WCAG), Architectural Decision Making, User Research Methods, Design Systems, Graphic Design"
UI/UX Design,Lead UI Analyst,"Responsive UI Design, Figma, Collaboration, A/B Testing for UI, Data-Driven Decision Making, UI/UX Knowledge, Interaction Design, Sprint Planning, Wireframing & Prototyping, Graphic Design, Typography"
UI/UX Design,Lead UI Architect,"Collaboration, User Research Methods, Architectural Decision Making, Technical Leadership, A/B Testing for UI, UI/UX Knowledge, Cross-Team Coordination, Wireframing & Prototyping, Figma, Graphic Design, Accessibility Design (WCAG)"
UI/UX Design,Lead UI Auditor,"Figma, Cross-Team Coordination, Visual Hierarchy, UI/UX Knowledge, Graphic Design, Interpersonal Skills, Color Theory, Compliance Auditing, Design Systems, Wireframing & Prototyping, Icon Design"
UI/UX Design,Lead UI Consultant,"Graphic Design, Style Guide Development, Problem Solving and Analysis, Collaboration, Client Engagement, Solution Advisory, Figma, Architectural Decision Making, Brand Identity Design, UI/UX Knowledge"
UI/UX Design,Lead UI Coordinator,"Time Management, Interpersonal Skills, Project Coordination, Cross-Team Communication, Sprint Planning, Cross-Team Coordination, Style Guide Development, Figma, UI/UX Knowledge, Adobe XD, Sketch, Wireframing & Prototyping, Graphic Design"
UI/UX Design,Lead UI Developer,"Active Listening, Graphic Design, Color Theory, Version Control (Git), Code Documentation, Interpersonal Skills, Interaction Design, Figma, Sprint Planning, UI/UX Knowledge, Adobe XD"
UI/UX Design,Lead UI Director,"Sprint Planning, UI/UX Knowledge, Style Guide Development, Graphic Design, Figma, Organizational Strategy, Motion Design, Time Management, Executive Leadership"
UI/UX Design,Lead UI Engineer,"Creative Thinking, A/B Testing for UI, Code Review, UI/UX Knowledge, Cross-Team Coordination, Graphic Design, Architectural Decision Making, Technical Documentation, Problem Solving and Analysis, Design Handoff (Zeplin), Figma"
UI/UX Design,Lead UI Evangelist,"Cross-Team Coordination, Attention to Detail, Graphic Design, Figma, Sprint Planning, UI/UX Knowledge, Component Library Design, Technical Evangelism, CSS for Designers, Wireframing & Prototyping, Community Engagement"
UI/UX Design,Lead UI Expert,"Architectural Decision Making, Innovation & R&D, Design Systems, Responsive UI Design, Problem Solving and Analysis, UI/UX Knowledge, Figma, A/B Testing for UI, Style Guide Development, Typography, Graphic Design"
UI/UX Design,Lead UI Lead,"Figma, Sprint Planning, Responsive UI Design, Motion Design, Mentoring & Coaching, CSS for Designers, Graphic Design, Design Systems, UI/UX Knowledge, Brand Identity Design, Critical Thinking"
UI/UX Design,Lead UI Manager,"Graphic Design, Interaction Design, Communication, Typography, Attention to Detail, UI/UX Knowledge, Stakeholder Reporting, Figma, Sprint Planning"
UI/UX Design,Lead UI Practitioner,"Emotional Intelligence, Cross-Team Coordination, Style Guide Development, Sprint Planning, UI/UX Knowledge, Color Theory, Figma, Problem Solving and Analysis, Responsive UI Design, Process Adherence, Graphic Design"
UI/UX Design,Lead UI Researcher,"Brand Identity Design, Research on Emerging Technologies, Icon Design, Graphic Design, Cross-Team Coordination, Sketch, UI/UX Knowledge, Accessibility Design (WCAG), Active Listening, Figma, Color Theory"
UI/UX Design,Lead UI Scientist,"Wireframing & Prototyping, UI/UX Knowledge, Color Theory, Scientific Reporting, Figma, Attention to Detail, Accessibility Design (WCAG), Visual Hierarchy, A/B Testing for UI, Graphic Design, Research Methodology, Architectural Decision Making"
UI/UX Design,Lead UI Specialist,"Architectural Decision Making, UI/UX Knowledge, Cross-Team Coordination, Component Library Design, Problem Solving and Analysis, Typography, Emotional Intelligence, Dark Mode Design, Figma, Best Practices Implementation, Graphic Design, Domain Expertise Application"
UI/UX Design,Lead UI Strategist,"UI/UX Knowledge, Strategic Planning, Graphic Design, Color Theory, Brand Identity Design, Figma, A/B Testing for UI, Architectural Decision Making, Adaptability, Sketch, Wireframing & Prototyping"
UI/UX Design,Lead UI Technician,"Graphic Design, Visual Hierarchy, Architectural Decision Making, Figma, Accessibility Design (WCAG), Communication, Critical Thinking, Color Theory, Interaction Design, Technical Support, Hardware Maintenance, Component Library Design, UI/UX Knowledge"
UI/UX Design,Lead UI Tester,"Component Library Design, Interpersonal Skills, Dark Mode Design, Interaction Design, Figma, Regression Testing, Architectural Decision Making, UI/UX Knowledge, CSS for Designers, Responsive UI Design, Graphic Design, Bug Reporting, Sprint Planning"
UI/UX Design,Mid-Level UI Administrator,"A/B Testing for UI, Figma, Component Library Design, Graphic Design, Wireframing & Prototyping, UI/UX Knowledge, Peer Mentoring, Motion Design, Time Management, CSS for Designers, System Administration, Problem Solving and Analysis"
UI/UX Design,Mid-Level UI Analyst,"Figma, Independent Problem Solving, Interaction Design, Accessibility Design (WCAG), Agile Participation, Graphic Design, Data-Driven Decision Making, Collaboration, Icon Design, Initiative, UI/UX Knowledge, Responsive UI Design"
UI/UX Design,Mid-Level UI Architect,"Graphic Design, Component Library Design, Figma, Attention to Detail, Agile Participation, UI/UX Knowledge, Creative Thinking, Color Theory, Visual Hierarchy, Technical Leadership, Design Patterns"
UI/UX Design,Mid-Level UI Auditor,"Visual Hierarchy, Graphic Design, Component Library Design, Motion Design, Audit Reporting, Icon Design, Figma, Peer Mentoring, Initiative, A/B Testing for UI, UI/UX Knowledge"
UI/UX Design,Mid-Level UI Consultant,"Style Guide Development, UI/UX Knowledge, Typography, User Research Methods, Motion Design, Solution Advisory, Peer Mentoring, Attention to Detail, Responsive UI Design, Agile Participation, Client Engagement, Figma, Graphic Design"
